 r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
 0,0,0,1389248,45400,950920,0,0,0,0,864,332,10,10,79,0,0

 0,0,0,1389248,45400,950920,0,0,0,0,806,334,8,10,81,0,0

 1,0,0,1389248,45400,950924,0,0,0,0,828,332,8,8,84,0,0

 0,0,0,1389248,45400,950924,0,0,0,0,907,343,10,11,78,0,0

 0,0,0,1389248,45408,950924,0,0,0,12,840,338,14,11,76,0,0

 0,0,0,1389248,45408,950924,0,0,0,0,815,317,9,14,78,0,0

 0,0,0,1389248,45408,950928,0,0,0,0,845,342,11,13,76,0,0

 0,0,0,1389248,45408,950928,0,0,0,0,778,532,11,15,74,0,0

 0,0,0,1389248,45408,950932,0,0,0,0,895,319,7,9,83,0,0

 0,0,0,1389248,45416,950932,0,0,0,24,824,364,13,9,77,0,0

 0,0,0,1389248,45416,950932,0,0,0,0,865,356,6,15,79,0,0

 0,0,0,1389248,45416,950936,0,0,0,0,804,309,6,9,84,0,0

 1,0,0,1389248,45416,950936,0,0,0,0,835,350,8,12,80,0,0

 0,0,0,1389248,45416,950944,0,0,0,0,914,319,6,7,86,0,0

 0,0,0,1389248,45424,950944,0,0,0,12,777,317,8,8,84,0,0

